pair_index,pair_type,matches,num_matches,max_phrase_len,max_phrase_example,passes_echo,poem_id,subject,with_brown_rules,prompt_type
1,adjacent,,0,0,,False,3,activities,True,figurative
2,adjacent,,0,0,,False,3,activities,True,figurative
3,adjacent,,0,0,,False,3,activities,True,figurative
4,adjacent,,0,0,,False,3,activities,True,figurative
5,adjacent,,0,0,,False,3,activities,True,figurative
6,adjacent,,0,0,,False,3,activities,True,figurative
7,adjacent,,0,1,a,False,3,activities,True,figurative
8,adjacent,,0,1,a,False,3,activities,True,figurative
9,adjacent,,0,0,,False,3,activities,True,figurative
10,adjacent,,0,0,,False,3,activities,True,figurative
11,adjacent,,0,0,,False,3,activities,True,figurative
12,adjacent,,0,0,,False,3,activities,True,figurative
13,adjacent,,0,1,’s,False,3,activities,True,figurative
14,adjacent,,0,0,,False,3,activities,True,figurative
15,first_last,,0,0,,False,3,activities,True,figurative
0,adjacent,,0,0,,False,4,activities,True,specific
1,adjacent,,0,1,in,False,4,activities,True,specific
2,adjacent,,0,0,,False,4,activities,True,specific
3,adjacent,let,1,2,let go,True,4,activities,True,specific
4,adjacent,,0,0,,False,4,activities,True,specific
5,adjacent,,0,0,,False,4,activities,True,specific
6,adjacent,,0,0,,False,4,activities,True,specific
7,adjacent,sigh,1,1,a,True,4,activities,True,specific
8,adjacent,,0,1,a,False,4,activities,True,specific
9,adjacent,,0,0,,False,4,activities,True,specific
10,adjacent,,0,0,,False,4,activities,True,specific
11,first_last,,0,0,,False,4,activities,True,specific
0,adjacent,,0,0,,False,5,arts & sciences,True,general
1,adjacent,,0,0,,False,5,arts & sciences,True,general
2,adjacent,,0,1,a,False,5,arts & sciences,True,general
3,adjacent,,0,1,a,False,5,arts & sciences,True,general
4,adjacent,,0,1,’s,False,5,arts & sciences,True,general
5,adjacent,,0,0,,False,5,arts & sciences,True,general
6,adjacent,,0,0,,False,5,arts & sciences,True,general
7,adjacent,,0,1,a,False,5,arts & sciences,True,general
8,adjacent,,0,1,a,False,5,arts & sciences,True,general
9,adjacent,,0,1,’s,False,5,arts & sciences,True,general
10,adjacent,,0,1,’s,False,5,arts & sciences,True,general
11,adjacent,,0,1,a,False,5,arts & sciences,True,general
12,adjacent,,0,0,,False,5,arts & sciences,True,general
13,adjacent,,0,0,,False,5,arts & sciences,True,general
14,adjacent,,0,0,,False,5,arts & sciences,True,general
15,adjacent,,0,0,,False,5,arts & sciences,True,general
16,adjacent,,0,0,,False,5,arts & sciences,True,general
17,adjacent,,0,1,and,False,5,arts & sciences,True,general
18,adjacent,,0,1,and,False,5,arts & sciences,True,general
19,adjacent,"art, science",2,3,arts and sciences,True,5,arts & sciences,True,general
20,adjacent,,0,0,,False,5,arts & sciences,True,general
21,first_last,,0,1,the,False,5,arts & sciences,True,general
0,adjacent,,0,0,,False,6,arts & sciences,True,figurative
1,adjacent,,0,1,the,False,6,arts & sciences,True,figurative
2,adjacent,,0,1,the,False,6,arts & sciences,True,figurative
3,adjacent,weep,1,1,weeps,True,6,arts & sciences,True,figurative
4,adjacent,,0,1,the,False,6,arts & sciences,True,figurative
5,adjacent,,0,0,,False,6,arts & sciences,True,figurative
6,adjacent,,0,0,,False,6,arts & sciences,True,figurative
7,adjacent,hum,1,0,,True,6,arts & sciences,True,figurative
8,adjacent,,0,0,,False,6,arts & sciences,True,figurative
9,adjacent,,0,1,the,False,6,arts & sciences,True,figurative
10,adjacent,,0,1,the,False,6,arts & sciences,True,figurative
11,adjacent,,0,0,,False,6,arts & sciences,True,figurative
12,adjacent,,0,0,,False,6,arts & sciences,True,figurative
13,adjacent,,0,1,the,False,6,arts & sciences,True,figurative
14,adjacent,,0,0,,False,6,arts & sciences,True,figurative
15,adjacent,,0,0,,False,6,arts & sciences,True,figurative
16,adjacent,,0,0,,False,6,arts & sciences,True,figurative
17,adjacent,,0,1,and,False,6,arts & sciences,True,figurative
18,adjacent,,0,1,and,False,6,arts & sciences,True,figurative
19,first_last,,0,0,,False,6,arts & sciences,True,figurative
0,adjacent,,0,0,,False,7,arts & sciences,True,specific
1,adjacent,,0,0,,False,7,arts & sciences,True,specific
2,adjacent,,0,0,,False,7,arts & sciences,True,specific
3,adjacent,,0,0,,False,7,arts & sciences,True,specific
4,adjacent,,0,0,,False,7,arts & sciences,True,specific
5,adjacent,,0,0,,False,7,arts & sciences,True,specific
6,adjacent,,0,0,,False,7,arts & sciences,True,specific
7,adjacent,,0,0,,False,7,arts & sciences,True,specific
8,adjacent,,0,0,,False,7,arts & sciences,True,specific
9,adjacent,,0,0,,False,7,arts & sciences,True,specific
10,adjacent,,0,0,,False,7,arts & sciences,True,specific
11,adjacent,,0,1,the,False,7,arts & sciences,True,specific
12,adjacent,hum,1,1,hum,True,7,arts & sciences,True,specific
13,adjacent,,0,0,,False,7,arts & sciences,True,specific
14,adjacent,,0,0,,False,7,arts & sciences,True,specific
15,first_last,"moonlight, pool",2,2,moonlight pools,True,7,arts & sciences,True,specific
0,adjacent,,0,0,,False,8,christianity,True,general
1,adjacent,,0,0,,False,8,christianity,True,general
2,adjacent,,0,0,,False,8,christianity,True,general
3,adjacent,,0,0,,False,8,christianity,True,general
4,adjacent,,0,0,,False,8,christianity,True,general
5,adjacent,,0,1,’s,False,8,christianity,True,general
6,adjacent,,0,0,,False,8,christianity,True,general
7,adjacent,,0,0,,False,8,christianity,True,general
8,adjacent,,0,1,the,False,8,christianity,True,general
9,adjacent,,0,0,,False,8,christianity,True,general
10,adjacent,,0,1,’s,False,8,christianity,True,general
11,adjacent,,0,0,,False,8,christianity,True,general
12,adjacent,,0,0,,False,8,christianity,True,general
13,adjacent,,0,0,,False,8,christianity,True,general
14,adjacent,,0,0,,False,8,christianity,True,general
15,adjacent,,0,1,the,False,8,christianity,True,general
16,adjacent,,0,0,,False,8,christianity,True,general
17,first_last,,0,0,,False,8,christianity,True,general
0,adjacent,,0,0,,False,9,christianity,True,figurative
1,adjacent,,0,1,the,False,9,christianity,True,figurative
2,adjacent,,0,1,the,False,9,christianity,True,figurative
3,adjacent,,0,0,,False,9,christianity,True,figurative
4,adjacent,,0,0,,False,9,christianity,True,figurative
5,adjacent,,0,0,,False,9,christianity,True,figurative
6,adjacent,,0,0,,False,9,christianity,True,figurative
7,adjacent,,0,0,,False,9,christianity,True,figurative
8,adjacent,,0,0,,False,9,christianity,True,figurative
9,adjacent,,0,0,,False,9,christianity,True,figurative
10,adjacent,,0,0,,False,9,christianity,True,figurative
11,adjacent,,0,0,,False,9,christianity,True,figurative
12,adjacent,midnight,1,1,through,True,9,christianity,True,figurative
13,adjacent,,0,0,,False,9,christianity,True,figurative
14,adjacent,,0,0,,False,9,christianity,True,figurative
15,adjacent,,0,0,,False,9,christianity,True,figurative
16,adjacent,,0,0,,False,9,christianity,True,figurative
17,first_last,,0,0,,False,9,christianity,True,figurative
0,adjacent,,0,1,the,False,10,christianity,True,specific
1,adjacent,,0,0,,False,10,christianity,True,specific
2,adjacent,,0,0,,False,10,christianity,True,specific
3,adjacent,,0,0,,False,10,christianity,True,specific
4,adjacent,,0,0,,False,10,christianity,True,specific
5,adjacent,,0,1,a,False,10,christianity,True,specific
6,adjacent,,0,0,,False,10,christianity,True,specific
7,adjacent,,0,0,,False,10,christianity,True,specific
8,adjacent,,0,0,,False,10,christianity,True,specific
9,adjacent,,0,0,,False,10,christianity,True,specific
10,adjacent,,0,0,,False,10,christianity,True,specific
11,adjacent,,0,1,’s,False,10,christianity,True,specific
12,adjacent,,0,1,’s,False,10,christianity,True,specific
13,adjacent,,0,0,,False,10,christianity,True,specific
14,adjacent,,0,1,yet,False,10,christianity,True,specific
15,adjacent,,0,1,the,False,10,christianity,True,specific
16,adjacent,,0,1,the,False,10,christianity,True,specific
17,adjacent,,0,0,,False,10,christianity,True,specific
18,adjacent,,0,0,,False,10,christianity,True,specific
19,first_last,,0,1,the,False,10,christianity,True,specific
0,adjacent,,0,1,’s,False,11,chronic illness,True,general
1,adjacent,,0,1,’s,False,11,chronic illness,True,general
2,adjacent,,0,1,’s,False,11,chronic illness,True,general
3,adjacent,,0,1,the,False,11,chronic illness,True,general
4,adjacent,,0,1,the,False,11,chronic illness,True,general
5,adjacent,,0,0,,False,11,chronic illness,True,general
6,adjacent,,0,0,,False,11,chronic illness,True,general
7,adjacent,,0,0,,False,11,chronic illness,True,general
8,adjacent,,0,1,’s,False,11,chronic illness,True,general
9,adjacent,,0,1,a,False,11,chronic illness,True,general
10,adjacent,,0,1,the,False,11,chronic illness,True,general
11,adjacent,,0,1,the,False,11,chronic illness,True,general
12,adjacent,,0,1,the,False,11,chronic illness,True,general
13,adjacent,,0,0,,False,11,chronic illness,True,general
14,adjacent,,0,1,a,False,11,chronic illness,True,general
15,adjacent,ache,1,1,ache,True,11,chronic illness,True,general
16,adjacent,,0,1,and,False,11,chronic illness,True,general
17,adjacent,,0,1,in,False,11,chronic illness,True,general
18,first_last,"blue, cicatric, coil, dusk, slow, whisper",6,8,cicatric whispers coil in dusk ’s slow blue,True,11,chronic illness,True,general
0,adjacent,,0,0,,False,12,chronic illness,True,figurative
1,adjacent,,0,0,,False,12,chronic illness,True,figurative
2,adjacent,,0,0,,False,12,chronic illness,True,figurative
3,adjacent,day,1,1,day,True,12,chronic illness,True,figurative
4,adjacent,,0,0,,False,12,chronic illness,True,figurative
5,adjacent,,0,0,,False,12,chronic illness,True,figurative
6,adjacent,,0,0,,False,12,chronic illness,True,figurative
7,adjacent,,0,0,,False,12,chronic illness,True,figurative
8,adjacent,,0,1,’s,False,12,chronic illness,True,figurative
9,adjacent,,0,1,the,False,12,chronic illness,True,figurative
10,adjacent,,0,1,the,False,12,chronic illness,True,figurative
11,adjacent,,0,1,of,False,12,chronic illness,True,figurative
12,adjacent,,0,0,,False,12,chronic illness,True,figurative
13,adjacent,,0,0,,False,12,chronic illness,True,figurative
14,adjacent,,0,0,,False,12,chronic illness,True,figurative
15,adjacent,,0,1,the,False,12,chronic illness,True,figurative
16,adjacent,,0,0,,False,12,chronic illness,True,figurative
17,adjacent,,0,0,,False,12,chronic illness,True,figurative
18,adjacent,,0,0,,False,12,chronic illness,True,figurative
19,adjacent,,0,1,’s,False,12,chronic illness,True,figurative
20,adjacent,,0,1,the,False,12,chronic illness,True,figurative
21,first_last,hum,1,0,,True,12,chronic illness,True,figurative
0,adjacent,,0,0,,False,13,chronic illness,True,specific
1,adjacent,,0,1,a,False,13,chronic illness,True,specific
2,adjacent,,0,1,a,False,13,chronic illness,True,specific
3,adjacent,,0,2,in a,True,13,chronic illness,True,specific
4,adjacent,,0,1,a,False,13,chronic illness,True,specific
5,adjacent,,0,1,a,False,13,chronic illness,True,specific
6,adjacent,,0,1,a,False,13,chronic illness,True,specific
7,adjacent,,0,0,,False,13,chronic illness,True,specific
8,adjacent,,0,1,the,False,13,chronic illness,True,specific
9,adjacent,,0,0,,False,13,chronic illness,True,specific
10,adjacent,,0,0,,False,13,chronic illness,True,specific
11,adjacent,i,1,1,i,True,13,chronic illness,True,specific
12,adjacent,,0,1,the,False,13,chronic illness,True,specific
13,first_last,"crack, dusk, lung, mirror, old, reflect",6,9,the old lung ’s cracked mirror always reflecting dusk,True,13,chronic illness,True,specific
0,adjacent,,0,1,’s,False,14,crime & punishment,True,general
1,adjacent,,0,1,a,False,14,crime & punishment,True,general
2,adjacent,,0,0,,False,14,crime & punishment,True,general
3,adjacent,,0,1,bricks,False,14,crime & punishment,True,general
4,adjacent,,0,1,a,False,14,crime & punishment,True,general
5,adjacent,,0,1,a,False,14,crime & punishment,True,general
6,adjacent,,0,0,,False,14,crime & punishment,True,general
7,adjacent,,0,0,,False,14,crime & punishment,True,general
8,adjacent,,0,0,,False,14,crime & punishment,True,general
9,adjacent,,0,1,’s,False,14,crime & punishment,True,general
10,adjacent,,0,1,the,False,14,crime & punishment,True,general
11,adjacent,,0,0,,False,14,crime & punishment,True,general
12,adjacent,,0,0,,False,14,crime & punishment,True,general
13,adjacent,,0,0,,False,14,crime & punishment,True,general
14,adjacent,,0,0,,False,14,crime & punishment,True,general
15,adjacent,,0,0,,False,14,crime & punishment,True,general
16,adjacent,,0,0,,False,14,crime & punishment,True,general
17,adjacent,,0,0,,False,14,crime & punishment,True,general
18,adjacent,,0,1,the,False,14,crime & punishment,True,general
19,adjacent,,0,0,,False,14,crime & punishment,True,general
20,first_last,"blue, crawl, guilt, midnight, shadow",5,8,guilt ’s shadow crawls through midnight ’s blue,True,14,crime & punishment,True,general
0,adjacent,,0,1,in,False,15,crime & punishment,True,figurative
1,adjacent,,0,1,’s,False,15,crime & punishment,True,figurative
2,adjacent,,0,1,’s,False,15,crime & punishment,True,figurative
3,adjacent,,0,0,,False,15,crime & punishment,True,figurative
4,adjacent,,0,0,,False,15,crime & punishment,True,figurative
5,adjacent,,0,1,a,False,15,crime & punishment,True,figurative
6,adjacent,,0,0,,False,15,crime & punishment,True,figurative
7,adjacent,,0,0,,False,15,crime & punishment,True,figurative
8,adjacent,,0,0,,False,15,crime & punishment,True,figurative
9,adjacent,,0,1,through,False,15,crime & punishment,True,figurative
10,adjacent,,0,0,,False,15,crime & punishment,True,figurative
11,adjacent,,0,1,a,False,15,crime & punishment,True,figurative
12,adjacent,,0,0,,False,15,crime & punishment,True,figurative
13,adjacent,,0,0,,False,15,crime & punishment,True,figurative
14,adjacent,,0,1,the,False,15,crime & punishment,True,figurative
15,first_last,,0,0,,False,15,crime & punishment,True,figurative
0,adjacent,,0,0,,False,16,crime & punishment,True,specific
1,adjacent,,0,0,,False,16,crime & punishment,True,specific
2,adjacent,,0,0,,False,16,crime & punishment,True,specific
3,adjacent,,0,0,,False,16,crime & punishment,True,specific
4,adjacent,,0,1,and,False,16,crime & punishment,True,specific
5,adjacent,mind,1,1,mind,True,16,crime & punishment,True,specific
6,adjacent,,0,1,a,False,16,crime & punishment,True,specific
7,adjacent,,0,1,the,False,16,crime & punishment,True,specific
8,adjacent,wall,1,1,the,True,16,crime & punishment,True,specific
9,adjacent,,0,0,,False,16,crime & punishment,True,specific
10,adjacent,,0,0,,False,16,crime & punishment,True,specific
11,adjacent,,0,0,,False,16,crime & punishment,True,specific
12,adjacent,,0,0,,False,16,crime & punishment,True,specific
13,adjacent,,0,1,’s,False,16,crime & punishment,True,specific
14,adjacent,,0,0,,False,16,crime & punishment,True,specific
15,adjacent,,0,0,,False,16,crime & punishment,True,specific
16,adjacent,,0,0,,False,16,crime & punishment,True,specific
17,first_last,,0,0,,False,16,crime & punishment,True,specific
0,adjacent,,0,1,a,False,17,cycles,True,general
1,adjacent,,0,1,in,False,17,cycles,True,general
2,adjacent,,0,0,,False,17,cycles,True,general
3,adjacent,return,1,1,return,True,17,cycles,True,general
4,adjacent,,0,1,the,False,17,cycles,True,general
5,adjacent,,0,1,and,False,17,cycles,True,general
6,adjacent,,0,1,the,False,17,cycles,True,general
7,adjacent,,0,0,,False,17,cycles,True,general
8,adjacent,,0,0,,False,17,cycles,True,general
9,adjacent,,0,2,in the,True,17,cycles,True,general
10,adjacent,,0,1,the,False,17,cycles,True,general
11,adjacent,,0,0,,False,17,cycles,True,general
12,adjacent,,0,0,,False,17,cycles,True,general
13,adjacent,,0,0,,False,17,cycles,True,general
14,first_last,,0,0,,False,17,cycles,True,general
0,adjacent,,0,0,,False,18,cycles,True,figurative
1,adjacent,,0,0,,False,18,cycles,True,figurative
2,adjacent,,0,0,,False,18,cycles,True,figurative
3,adjacent,,0,0,,False,18,cycles,True,figurative
4,adjacent,hum,1,1,the,True,18,cycles,True,figurative
5,adjacent,,0,1,the,False,18,cycles,True,figurative
6,adjacent,,0,0,,False,18,cycles,True,figurative
7,adjacent,,0,0,,False,18,cycles,True,figurative
8,adjacent,,0,0,,False,18,cycles,True,figurative
9,first_last,,0,1,where,False,18,cycles,True,figurative
0,adjacent,,0,1,’s,False,19,cycles,True,specific
1,adjacent,,0,0,,False,19,cycles,True,specific
2,adjacent,,0,1,the,False,19,cycles,True,specific
3,adjacent,,0,1,the,False,19,cycles,True,specific
4,adjacent,,0,1,the,False,19,cycles,True,specific
5,adjacent,,0,1,the,False,19,cycles,True,specific
6,adjacent,,0,0,,False,19,cycles,True,specific
7,adjacent,,0,0,,False,19,cycles,True,specific
8,adjacent,,0,1,the,False,19,cycles,True,specific
9,first_last,turn,1,1,in,True,19,cycles,True,specific
0,adjacent,,0,0,,False,20,desire & passion,True,figurative
1,adjacent,,0,0,,False,20,desire & passion,True,figurative
2,adjacent,,0,0,,False,20,desire & passion,True,figurative
3,adjacent,,0,0,,False,20,desire & passion,True,figurative
4,adjacent,,0,0,,False,20,desire & passion,True,figurative
5,adjacent,,0,0,,False,20,desire & passion,True,figurative
6,adjacent,you,1,1,you,True,20,desire & passion,True,figurative
7,adjacent,,0,0,,False,20,desire & passion,True,figurative
8,adjacent,,0,1,a,False,20,desire & passion,True,figurative
9,adjacent,,0,0,,False,20,desire & passion,True,figurative
10,adjacent,,0,1,the,False,20,desire & passion,True,figurative
11,adjacent,,0,1,the,False,20,desire & passion,True,figurative
12,adjacent,,0,0,,False,20,desire & passion,True,figurative
13,adjacent,,0,0,,False,20,desire & passion,True,figurative
14,adjacent,i,1,1,and,True,20,desire & passion,True,figurative
15,first_last,,0,1,the,False,20,desire & passion,True,figurative
0,adjacent,fan,1,1,fan,True,21,desire & passion,True,specific
1,adjacent,,0,0,,False,21,desire & passion,True,specific
2,adjacent,,0,0,,False,21,desire & passion,True,specific
3,adjacent,,0,0,,False,21,desire & passion,True,specific
4,adjacent,"pan, shadowed",2,2,shadowed pan,True,21,desire & passion,True,specific
5,adjacent,,0,0,,False,21,desire & passion,True,specific
6,adjacent,,0,0,,False,21,desire & passion,True,specific
7,adjacent,,0,0,,False,21,desire & passion,True,specific
8,adjacent,"dance, velvet",2,2,velvet dance,True,21,desire & passion,True,specific
9,adjacent,,0,1,a,False,21,desire & passion,True,specific
10,adjacent,whisper,1,2,a whisper,True,21,desire & passion,True,specific
11,adjacent,storm,1,1,the,True,21,desire & passion,True,specific
12,adjacent,rhyme,1,1,rhyme,True,21,desire & passion,True,specific
13,adjacent,,0,0,,False,21,desire & passion,True,specific
14,adjacent,time,1,1,the,True,21,desire & passion,True,specific
15,adjacent,"echo, flame",2,1,the,True,21,desire & passion,True,specific
16,adjacent,sigh,1,1,sigh,True,21,desire & passion,True,specific
17,adjacent,,0,0,,False,21,desire & passion,True,specific
18,adjacent,"eye, midnight",2,3,midnight ’s eye,True,21,desire & passion,True,specific
19,adjacent,,0,0,,False,21,desire & passion,True,specific
20,adjacent,"air, breathless",2,2,breathless air,True,21,desire & passion,True,specific
21,adjacent,,0,0,,False,21,desire & passion,True,specific
22,adjacent,heat,1,2,heat there,True,21,desire & passion,True,specific
23,adjacent,,0,0,,False,21,desire & passion,True,specific
24,adjacent,"hand, second",2,2,second hand,True,21,desire & passion,True,specific
25,adjacent,,0,1,’s,False,21,desire & passion,True,specific
26,adjacent,"gentle, grip",2,1,’s,True,21,desire & passion,True,specific
27,adjacent,demand,1,1,demand,True,21,desire & passion,True,specific
28,adjacent,"room, silent",2,2,silent room,True,21,desire & passion,True,specific
29,adjacent,shadow,1,1,shadow,True,21,desire & passion,True,specific
30,adjacent,,0,0,,False,21,desire & passion,True,specific
31,adjacent,bloom,1,1,bloom,True,21,desire & passion,True,specific
32,adjacent,"finger, meet",2,2,fingers meet,True,21,desire & passion,True,specific
33,adjacent,beat,1,1,beat,True,21,desire & passion,True,specific
34,adjacent,we,1,2,we keep,True,21,desire & passion,True,specific
35,adjacent,"fire, seat",2,1,the,True,21,desire & passion,True,specific
36,adjacent,sigh,1,1,the,True,21,desire & passion,True,specific
37,adjacent,,0,0,,False,21,desire & passion,True,specific
38,adjacent,die,1,1,in,True,21,desire & passion,True,specific
39,first_last,,0,0,,False,21,desire & passion,True,specific
0,adjacent,,0,0,,False,22,doubt & contemplation,True,general
1,adjacent,,0,1,a,False,22,doubt & contemplation,True,general
2,adjacent,my,1,1,in,True,22,doubt & contemplation,True,general
3,adjacent,,0,0,,False,22,doubt & contemplation,True,general
4,adjacent,,0,1,a,False,22,doubt & contemplation,True,general
5,adjacent,,0,0,,False,22,doubt & contemplation,True,general
6,adjacent,,0,1,the,False,22,doubt & contemplation,True,general
7,adjacent,,0,1,the,False,22,doubt & contemplation,True,general
8,adjacent,,0,1,’s,False,22,doubt & contemplation,True,general
9,adjacent,,0,0,,False,22,doubt & contemplation,True,general
10,adjacent,,0,1,a,False,22,doubt & contemplation,True,general
11,adjacent,,0,1,the,False,22,doubt & contemplation,True,general
12,adjacent,,0,1,the,False,22,doubt & contemplation,True,general
13,adjacent,,0,1,the,False,22,doubt & contemplation,True,general
14,adjacent,,0,1,the,False,22,doubt & contemplation,True,general
15,adjacent,,0,1,the,False,22,doubt & contemplation,True,general
16,adjacent,,0,0,,False,22,doubt & contemplation,True,general
17,adjacent,certainty,1,1,certainty,True,22,doubt & contemplation,True,general
18,adjacent,,0,0,,False,22,doubt & contemplation,True,general
19,adjacent,,0,0,,False,22,doubt & contemplation,True,general
20,adjacent,,0,0,,False,22,doubt & contemplation,True,general
21,adjacent,,0,0,,False,22,doubt & contemplation,True,general
22,adjacent,,0,0,,False,22,doubt & contemplation,True,general
23,adjacent,,0,1,the,False,22,doubt & contemplation,True,general
24,adjacent,,0,1,and,False,22,doubt & contemplation,True,general
25,adjacent,,0,0,,False,22,doubt & contemplation,True,general
26,adjacent,,0,0,,False,22,doubt & contemplation,True,general
27,adjacent,,0,1,’s,False,22,doubt & contemplation,True,general
28,adjacent,,0,1,and,False,22,doubt & contemplation,True,general
29,adjacent,,0,1,and,False,22,doubt & contemplation,True,general
30,adjacent,,0,0,,False,22,doubt & contemplation,True,general
31,first_last,,0,0,,False,22,doubt & contemplation,True,general
0,adjacent,,0,0,,False,23,doubt & contemplation,True,figurative
1,adjacent,,0,1,the,False,23,doubt & contemplation,True,figurative
2,adjacent,,0,0,,False,23,doubt & contemplation,True,figurative
3,adjacent,,0,0,,False,23,doubt & contemplation,True,figurative
4,adjacent,,0,1,a,False,23,doubt & contemplation,True,figurative
5,adjacent,,0,1,the,False,23,doubt & contemplation,True,figurative
6,adjacent,hope,1,1,hope,True,23,doubt & contemplation,True,figurative
7,adjacent,,0,0,,False,23,doubt & contemplation,True,figurative
8,adjacent,,0,0,,False,23,doubt & contemplation,True,figurative
9,adjacent,,0,1,the,False,23,doubt & contemplation,True,figurative
10,adjacent,,0,1,the,False,23,doubt & contemplation,True,figurative
11,adjacent,i,1,1,the,True,23,doubt & contemplation,True,figurative
12,adjacent,,0,1,the,False,23,doubt & contemplation,True,figurative
13,adjacent,,0,0,,False,23,doubt & contemplation,True,figurative
14,adjacent,,0,0,,False,23,doubt & contemplation,True,figurative
15,adjacent,,0,1,the,False,23,doubt & contemplation,True,figurative
16,adjacent,,0,0,,False,23,doubt & contemplation,True,figurative
17,adjacent,,0,0,,False,23,doubt & contemplation,True,figurative
18,adjacent,,0,1,the,False,23,doubt & contemplation,True,figurative
19,adjacent,,0,1,of,False,23,doubt & contemplation,True,figurative
20,adjacent,,0,0,,False,23,doubt & contemplation,True,figurative
21,adjacent,,0,0,,False,23,doubt & contemplation,True,figurative
22,adjacent,,0,1,the,False,23,doubt & contemplation,True,figurative
23,adjacent,,0,1,the,False,23,doubt & contemplation,True,figurative
24,adjacent,,0,1,and,False,23,doubt & contemplation,True,figurative
