poem_id,subject,with_brown_rules,prompt_type,n_lines,num_pairs_passing_echo,first_last_passes_echo
115,twilight,False,figurative,16,0,True
116,twilight,False,specific,20,0,False
117,urban environment,False,general,20,2,True
118,urban environment,False,figurative,16,0,False
119,urban environment,False,specific,28,0,False
120,war & conflict,False,general,22,0,False
121,war & conflict,False,figurative,20,1,False
122,war & conflict,False,specific,18,0,False
123,weather,False,general,16,1,False
124,weather,False,figurative,12,0,False
125,weather,False,specific,20,0,False
126,youth,False,general,18,1,False
127,youth,False,figurative,20,1,False
128,youth,False,specific,24,4,True
129,abuse,True,general,13,12,True
130,abuse,True,figurative,16,8,True
131,abuse,True,specific,15,8,True
132,activities,True,general,16,7,True
133,activities,True,figurative,16,11,True
134,activities,True,specific,15,8,True
135,arts & sciences,True,general,16,7,True
136,arts & sciences,True,figurative,16,9,True
137,arts & sciences,True,specific,20,4,True
138,christianity,True,general,13,7,True
139,christianity,True,figurative,14,7,True
140,christianity,True,specific,18,10,True
141,chronic illness,True,general,16,10,True
142,chronic illness,True,figurative,15,14,True
143,chronic illness,True,specific,16,9,True
144,crime & punishment,True,general,16,4,True
145,crime & punishment,True,figurative,16,10,True
146,crime & punishment,True,specific,16,11,True
147,cycles,True,general,16,7,True
148,cycles,True,figurative,15,12,True
149,cycles,True,specific,15,7,True
150,desire & passion,True,general,15,9,True
151,desire & passion,True,figurative,16,8,True
152,desire & passion,True,specific,14,9,True
153,doubt & contemplation,True,general,14,4,True
154,doubt & contemplation,True,figurative,14,10,True
155,doubt & contemplation,True,specific,16,9,True
156,family & ancestors,True,general,16,8,True
157,family & ancestors,True,figurative,15,6,True
158,family & ancestors,True,specific,15,7,True
159,gender & sexuality,True,general,14,11,True
160,gender & sexuality,True,figurative,16,15,True
161,gender & sexuality,True,specific,16,4,True
162,greek & roman mythology,True,general,14,6,True
163,greek & roman mythology,True,figurative,16,6,True
164,greek & roman mythology,True,specific,15,7,True
165,history & politics,True,general,15,7,True
166,history & politics,True,figurative,15,13,True
167,history & politics,True,specific,15,2,True
168,home life,True,general,14,4,True
169,home life,True,figurative,16,5,True
170,home life,True,specific,16,8,True
171,hope,True,general,16,5,True
172,hope,True,figurative,15,4,True
173,hope,True,specific,16,7,True
174,humor & satire,True,general,16,9,True
175,humor & satire,True,figurative,14,9,True
176,humor & satire,True,specific,14,2,True
177,indoor activities,True,general,16,4,True
178,indoor activities,True,figurative,16,11,True
179,indoor activities,True,specific,16,7,True
180,life choices,True,general,16,9,True
181,life choices,True,figurative,16,7,True
182,life choices,True,specific,16,4,True
183,lgbtq+,True,general,16,5,True
184,lgbtq+,True,figurative,14,7,True
185,lgbtq+,True,specific,14,7,True
186,living,True,general,16,10,True
187,living,True,figurative,14,4,True
188,living,True,specific,15,7,True
189,love,True,general,18,7,True
190,love,True,figurative,16,10,True
191,love,True,specific,16,10,True
192,love death avoidance,True,general,16,7,True
193,love death avoidance,True,figurative,14,5,True
194,love death avoidance,True,specific,16,8,True
195,memory & nostalgia,True,general,13,6,False
196,memory & nostalgia,True,figurative,16,7,True
197,memory & nostalgia,True,specific,16,7,True
198,men & women,True,general,14,6,True
199,men & women,True,figurative,16,7,True
200,men & women,True,specific,16,5,True
201,mythology & folklore,True,general,14,5,True
202,mythology & folklore,True,figurative,16,6,True
203,mythology & folklore,True,specific,16,4,True
204,nature,True,general,16,15,True
205,nature,True,figurative,13,6,True
206,nature,True,specific,16,8,True
207,power,True,general,16,9,True
208,power,True,figurative,16,6,True
209,power,True,specific,16,15,True
210,poetry & poets,True,general,14,5,True
211,poetry & poets,True,figurative,16,10,True
212,poetry & poets,True,specific,16,3,True
213,race & ethnicity,True,general,14,9,True
214,race & ethnicity,True,figurative,14,4,True
215,race & ethnicity,True,specific,16,9,True
216,relationships,True,general,15,11,True
217,relationships,True,figurative,16,7,True
218,relationships,True,specific,17,5,True
219,romantic love,True,general,16,5,True
220,romantic love,True,figurative,16,8,True
221,romantic love,True,specific,15,11,True
222,sexual violence,True,general,16,5,True
223,sexual violence,True,figurative,14,9,True
224,sexual violence,True,specific,18,5,True
225,sorrow & grieving,True,general,14,4,True
226,sorrow & grieving,True,figurative,16,2,True
227,sorrow & grieving,True,specific,16,7,True
228,social commentaries,True,general,16,5,True
229,social commentaries,True,figurative,14,8,True
230,social commentaries,True,specific,15,5,True
231,subjugation,True,general,16,8,True
232,subjugation,True,figurative,16,9,True
233,subjugation,True,specific,14,8,True
234,the mind,True,general,16,7,True
235,the mind,True,figurative,16,7,True
236,the mind,True,specific,16,9,True
237,trees and flowers,True,general,15,3,True
238,trees and flowers,True,figurative,15,11,True
239,trees and flowers,True,specific,18,0,True
240,truth,True,general,14,7,True
241,truth,True,figurative,16,6,True
242,truth,True,specific,15,10,True
243,twilight,True,general,14,4,True
244,twilight,True,figurative,14,8,True
245,twilight,True,specific,15,7,True
246,urban environment,True,general,16,7,True
247,urban environment,True,figurative,16,4,True
248,urban environment,True,specific,15,8,True
249,war & conflict,True,general,16,5,True
250,war & conflict,True,figurative,14,3,True
251,war & conflict,True,specific,16,9,True
252,weather,True,general,14,4,False
253,weather,True,figurative,14,7,True
254,weather,True,specific,16,6,True
255,youth,True,general,16,9,True
256,youth,True,figurative,15,6,True
257,youth,True,specific,16,5,True
