pair_index,pair_type,matches,num_matches,max_phrase_len,max_phrase_example,passes_echo,poem_id,subject,with_brown_rules,prompt_type
11,adjacent,,0,0,,False,16,crime & punishment,False,figurative
12,adjacent,,0,2,in every,True,16,crime & punishment,False,figurative
13,adjacent,,0,1,every,False,16,crime & punishment,False,figurative
14,adjacent,,0,0,,False,16,crime & punishment,False,figurative
15,adjacent,,0,1,the,False,16,crime & punishment,False,figurative
16,adjacent,,0,0,,False,16,crime & punishment,False,figurative
17,adjacent,,0,0,,False,16,crime & punishment,False,figurative
18,adjacent,,0,0,,False,16,crime & punishment,False,figurative
19,adjacent,,0,1,the,False,16,crime & punishment,False,figurative
20,adjacent,,0,0,,False,16,crime & punishment,False,figurative
21,first_last,,0,1,in,False,16,crime & punishment,False,figurative
0,adjacent,,0,1,in,False,17,crime & punishment,False,specific
1,adjacent,,0,1,a,False,17,crime & punishment,False,specific
2,adjacent,,0,0,,False,17,crime & punishment,False,specific
3,adjacent,,0,0,,False,17,crime & punishment,False,specific
4,adjacent,,0,0,,False,17,crime & punishment,False,specific
5,adjacent,,0,0,,False,17,crime & punishment,False,specific
6,adjacent,,0,1,in,False,17,crime & punishment,False,specific
7,adjacent,,0,0,,False,17,crime & punishment,False,specific
8,adjacent,,0,1,the,False,17,crime & punishment,False,specific
9,adjacent,,0,1,the,False,17,crime & punishment,False,specific
10,adjacent,,0,0,,False,17,crime & punishment,False,specific
11,adjacent,,0,0,,False,17,crime & punishment,False,specific
12,adjacent,,0,1,the,False,17,crime & punishment,False,specific
13,adjacent,,0,0,,False,17,crime & punishment,False,specific
14,adjacent,,0,0,,False,17,crime & punishment,False,specific
15,adjacent,,0,1,to,False,17,crime & punishment,False,specific
16,adjacent,,0,0,,False,17,crime & punishment,False,specific
17,first_last,,0,1,in,False,17,crime & punishment,False,specific
0,adjacent,,0,1,the,False,18,cycles,False,general
1,adjacent,,0,0,,False,18,cycles,False,general
2,adjacent,,0,1,'s,False,18,cycles,False,general
3,adjacent,,0,0,,False,18,cycles,False,general
4,adjacent,,0,1,and,False,18,cycles,False,general
5,adjacent,,0,0,,False,18,cycles,False,general
6,adjacent,,0,0,,False,18,cycles,False,general
7,adjacent,,0,1,'s,False,18,cycles,False,general
8,adjacent,,0,1,'s,False,18,cycles,False,general
9,adjacent,,0,0,,False,18,cycles,False,general
10,adjacent,,0,1,in,False,18,cycles,False,general
11,adjacent,,0,1,the,False,18,cycles,False,general
12,adjacent,,0,0,,False,18,cycles,False,general
13,adjacent,,0,0,,False,18,cycles,False,general
14,adjacent,,0,1,every,False,18,cycles,False,general
15,adjacent,,0,0,,False,18,cycles,False,general
16,adjacent,,0,0,,False,18,cycles,False,general
17,adjacent,,0,1,every,False,18,cycles,False,general
18,adjacent,,0,1,the,False,18,cycles,False,general
19,adjacent,,0,0,,False,18,cycles,False,general
20,first_last,,0,0,,False,18,cycles,False,general
0,adjacent,,0,0,,False,19,cycles,False,figurative
1,adjacent,,0,1,the,False,19,cycles,False,figurative
2,adjacent,,0,0,,False,19,cycles,False,figurative
3,adjacent,,0,0,,False,19,cycles,False,figurative
4,adjacent,,0,1,the,False,19,cycles,False,figurative
5,adjacent,,0,0,,False,19,cycles,False,figurative
6,adjacent,,0,0,,False,19,cycles,False,figurative
7,adjacent,,0,0,,False,19,cycles,False,figurative
8,adjacent,,0,0,,False,19,cycles,False,figurative
9,adjacent,,0,1,the,False,19,cycles,False,figurative
10,adjacent,,0,0,,False,19,cycles,False,figurative
11,adjacent,,0,0,,False,19,cycles,False,figurative
12,adjacent,,0,0,,False,19,cycles,False,figurative
13,first_last,,0,0,,False,19,cycles,False,figurative
0,adjacent,,0,0,,False,20,cycles,False,specific
1,adjacent,,0,0,,False,20,cycles,False,specific
2,adjacent,,0,1,the,False,20,cycles,False,specific
3,adjacent,,0,0,,False,20,cycles,False,specific
4,adjacent,,0,0,,False,20,cycles,False,specific
5,adjacent,,0,0,,False,20,cycles,False,specific
6,adjacent,,0,0,,False,20,cycles,False,specific
7,adjacent,,0,0,,False,20,cycles,False,specific
8,adjacent,its,1,1,its,True,20,cycles,False,specific
9,adjacent,,0,1,the,False,20,cycles,False,specific
10,adjacent,they,1,1,they,True,20,cycles,False,specific
11,adjacent,,0,0,,False,20,cycles,False,specific
12,adjacent,,0,0,,False,20,cycles,False,specific
13,adjacent,,0,0,,False,20,cycles,False,specific
14,adjacent,,0,1,the,False,20,cycles,False,specific
15,first_last,"daisy, garden, sway",3,7,in the garden where the daisies sway,True,20,cycles,False,specific
0,adjacent,,0,0,,False,21,desire & passion,False,general
1,adjacent,,0,0,,False,21,desire & passion,False,general
2,adjacent,,0,0,,False,21,desire & passion,False,general
3,adjacent,,0,1,in,False,21,desire & passion,False,general
4,adjacent,,0,0,,False,21,desire & passion,False,general
5,adjacent,,0,0,,False,21,desire & passion,False,general
6,adjacent,,0,0,,False,21,desire & passion,False,general
7,adjacent,,0,0,,False,21,desire & passion,False,general
8,adjacent,,0,0,,False,21,desire & passion,False,general
9,adjacent,,0,1,in,False,21,desire & passion,False,general
10,adjacent,,0,0,,False,21,desire & passion,False,general
11,adjacent,,0,0,,False,21,desire & passion,False,general
12,adjacent,,0,0,,False,21,desire & passion,False,general
13,adjacent,,0,0,,False,21,desire & passion,False,general
14,adjacent,,0,0,,False,21,desire & passion,False,general
15,first_last,,0,1,where,False,21,desire & passion,False,general
0,adjacent,,0,0,,False,22,desire & passion,False,figurative
1,adjacent,,0,0,,False,22,desire & passion,False,figurative
2,adjacent,,0,0,,False,22,desire & passion,False,figurative
3,adjacent,,0,1,a,False,22,desire & passion,False,figurative
4,adjacent,,0,1,a,False,22,desire & passion,False,figurative
5,adjacent,,0,2,of a,True,22,desire & passion,False,figurative
6,adjacent,,0,1,of,False,22,desire & passion,False,figurative
7,adjacent,,0,2,in a,True,22,desire & passion,False,figurative
8,adjacent,,0,1,in,False,22,desire & passion,False,figurative
9,adjacent,,0,0,,False,22,desire & passion,False,figurative
10,adjacent,,0,0,,False,22,desire & passion,False,figurative
11,adjacent,,0,1,the,False,22,desire & passion,False,figurative
12,adjacent,,0,1,in,False,22,desire & passion,False,figurative
13,adjacent,,0,0,,False,22,desire & passion,False,figurative
14,adjacent,,0,0,,False,22,desire & passion,False,figurative
15,adjacent,,0,1,the,False,22,desire & passion,False,figurative
16,adjacent,,0,0,,False,22,desire & passion,False,figurative
17,adjacent,,0,1,a,False,22,desire & passion,False,figurative
18,adjacent,,0,1,the,False,22,desire & passion,False,figurative
19,first_last,,0,1,the,False,22,desire & passion,False,figurative
0,adjacent,,0,0,,False,23,desire & passion,False,specific
1,adjacent,,0,0,,False,23,desire & passion,False,specific
2,adjacent,,0,0,,False,23,desire & passion,False,specific
3,adjacent,,0,1,the,False,23,desire & passion,False,specific
4,adjacent,,0,0,,False,23,desire & passion,False,specific
5,adjacent,,0,0,,False,23,desire & passion,False,specific
6,adjacent,,0,1,in,False,23,desire & passion,False,specific
7,adjacent,,0,0,,False,23,desire & passion,False,specific
8,adjacent,,0,0,,False,23,desire & passion,False,specific
9,adjacent,,0,0,,False,23,desire & passion,False,specific
10,adjacent,,0,0,,False,23,desire & passion,False,specific
11,adjacent,,0,1,in,False,23,desire & passion,False,specific
12,adjacent,,0,0,,False,23,desire & passion,False,specific
13,adjacent,,0,0,,False,23,desire & passion,False,specific
14,adjacent,,0,0,,False,23,desire & passion,False,specific
15,adjacent,,0,0,,False,23,desire & passion,False,specific
16,adjacent,,0,0,,False,23,desire & passion,False,specific
17,adjacent,,0,0,,False,23,desire & passion,False,specific
18,adjacent,,0,0,,False,23,desire & passion,False,specific
19,first_last,your,1,1,in,True,23,desire & passion,False,specific
0,adjacent,,0,0,,False,24,doubt & contemplation,False,general
1,adjacent,,0,0,,False,24,doubt & contemplation,False,general
2,adjacent,,0,1,the,False,24,doubt & contemplation,False,general
3,adjacent,,0,0,,False,24,doubt & contemplation,False,general
4,adjacent,,0,0,,False,24,doubt & contemplation,False,general
5,adjacent,,0,0,,False,24,doubt & contemplation,False,general
6,adjacent,,0,1,a,False,24,doubt & contemplation,False,general
7,adjacent,,0,0,,False,24,doubt & contemplation,False,general
8,adjacent,,0,0,,False,24,doubt & contemplation,False,general
9,adjacent,,0,0,,False,24,doubt & contemplation,False,general
10,adjacent,,0,0,,False,24,doubt & contemplation,False,general
11,adjacent,,0,0,,False,24,doubt & contemplation,False,general
12,adjacent,,0,0,,False,24,doubt & contemplation,False,general
13,adjacent,,0,0,,False,24,doubt & contemplation,False,general
14,adjacent,,0,0,,False,24,doubt & contemplation,False,general
15,adjacent,,0,0,,False,24,doubt & contemplation,False,general
16,adjacent,,0,0,,False,24,doubt & contemplation,False,general
17,adjacent,,0,0,,False,24,doubt & contemplation,False,general
18,adjacent,,0,0,,False,24,doubt & contemplation,False,general
19,adjacent,,0,0,,False,24,doubt & contemplation,False,general
20,adjacent,i,1,1,i,True,24,doubt & contemplation,False,general
21,first_last,"deep, shadow",2,3,in shadows deep,True,24,doubt & contemplation,False,general
0,adjacent,,0,0,,False,25,doubt & contemplation,False,figurative
1,adjacent,,0,0,,False,25,doubt & contemplation,False,figurative
2,adjacent,,0,0,,False,25,doubt & contemplation,False,figurative
3,adjacent,,0,0,,False,25,doubt & contemplation,False,figurative
4,adjacent,,0,0,,False,25,doubt & contemplation,False,figurative
5,adjacent,,0,0,,False,25,doubt & contemplation,False,figurative
6,adjacent,,0,0,,False,25,doubt & contemplation,False,figurative
7,adjacent,,0,0,,False,25,doubt & contemplation,False,figurative
8,adjacent,,0,0,,False,25,doubt & contemplation,False,figurative
9,adjacent,,0,0,,False,25,doubt & contemplation,False,figurative
10,adjacent,,0,0,,False,25,doubt & contemplation,False,figurative
11,adjacent,,0,1,the,False,25,doubt & contemplation,False,figurative
12,adjacent,,0,1,in,False,25,doubt & contemplation,False,figurative
13,adjacent,,0,0,,False,25,doubt & contemplation,False,figurative
14,adjacent,,0,1,the,False,25,doubt & contemplation,False,figurative
15,adjacent,,0,1,the,False,25,doubt & contemplation,False,figurative
16,adjacent,,0,0,,False,25,doubt & contemplation,False,figurative
17,adjacent,,0,1,in,False,25,doubt & contemplation,False,figurative
18,adjacent,,0,1,the,False,25,doubt & contemplation,False,figurative
19,first_last,,0,0,,False,25,doubt & contemplation,False,figurative
0,adjacent,,0,0,,False,26,doubt & contemplation,False,specific
1,adjacent,,0,0,,False,26,doubt & contemplation,False,specific
2,adjacent,,0,0,,False,26,doubt & contemplation,False,specific
3,adjacent,,0,0,,False,26,doubt & contemplation,False,specific
4,adjacent,,0,0,,False,26,doubt & contemplation,False,specific
5,adjacent,what,1,2,what if,True,26,doubt & contemplation,False,specific
6,adjacent,,0,1,the,False,26,doubt & contemplation,False,specific
7,adjacent,,0,1,the,False,26,doubt & contemplation,False,specific
8,adjacent,,0,0,,False,26,doubt & contemplation,False,specific
9,adjacent,,0,0,,False,26,doubt & contemplation,False,specific
10,adjacent,,0,1,the,False,26,doubt & contemplation,False,specific
11,adjacent,,0,1,the,False,26,doubt & contemplation,False,specific
12,adjacent,,0,1,the,False,26,doubt & contemplation,False,specific
