pair_index,pair_type,matches,num_matches,max_phrase_len,max_phrase_example,passes_echo,poem_id,subject,with_brown_rules,prompt_type
10,adjacent,,0,0,,False,5,activities,True,specific
11,adjacent,"beam, echo, hide, laughter",4,7,echoes of laughter hid behind each beam,True,5,activities,True,specific
12,adjacent,,0,0,,False,5,activities,True,specific
13,adjacent,hammer,1,2,the hammer,True,5,activities,True,specific
14,first_last,"hammer, i, lift, weight, world",5,9,i lifted the hammer the weight of the world,True,5,activities,True,specific
0,adjacent,,0,1,the,False,6,arts & sciences,True,general
1,adjacent,"hue, hymn, mute, rise, whirl",5,9,a mute hymn rising in the whirl of hues,True,6,arts & sciences,True,general
2,adjacent,,0,1,the,False,6,arts & sciences,True,general
3,adjacent,"equation, mirror, proof, quiet, truth",5,7,the equation ’s proof mirrors quiet truths,True,6,arts & sciences,True,general
4,adjacent,,0,0,,False,6,arts & sciences,True,general
5,adjacent,"air, ancient, hum, like, number, string",6,8,where numbers hum like strings in ancient air,True,6,arts & sciences,True,general
6,adjacent,,0,0,,False,6,arts & sciences,True,general
7,adjacent,"carve, chaos, constellation, doubt, i",5,7,i carve constellations from chaos and doubt,True,6,arts & sciences,True,general
8,adjacent,,0,0,,False,6,arts & sciences,True,general
9,adjacent,"canvas, line, orbit, vein",4,8,each canvas an orbit each line a vein,True,6,arts & sciences,True,general
10,adjacent,,0,1,an,False,6,arts & sciences,True,general
11,adjacent,"atom, fracture, i, its, paint, split",6,8,an atom splits and i paint its fracture,True,6,arts & sciences,True,general
12,adjacent,,0,0,,False,6,arts & sciences,True,general
13,first_last,"arc, brush, hand, reveal, what",5,11,the brush ’s arc reveals what the hands ca n’t say,True,6,arts & sciences,True,general
0,adjacent,,0,1,a,False,7,arts & sciences,True,figurative
1,adjacent,"bone, create, edge, its, sharp, stillness",6,8,its edge creates a stillness sharp as bone,True,7,arts & sciences,True,figurative
2,adjacent,,0,0,,False,7,arts & sciences,True,figurative
3,adjacent,"chaos, line, map, theorist",4,7,the theorist maps the chaos into lines,True,7,arts & sciences,True,figurative
4,adjacent,,0,0,,False,7,arts & sciences,True,figurative
5,adjacent,"flesh, formula, rebuild, star",4,7,a formula rebuilds both flesh and star,True,7,arts & sciences,True,figurative
6,adjacent,,0,0,,False,7,arts & sciences,True,figurative
7,adjacent,"belief, color, night, split",4,7,while colors split the night into belief,True,7,arts & sciences,True,figurative
8,adjacent,,0,1,into,False,7,arts & sciences,True,figurative
9,adjacent,"breath, chart, old, question, whisper",5,7,a whisper charts old questions into breath,True,7,arts & sciences,True,figurative
10,adjacent,,0,0,,False,7,arts & sciences,True,figurative
11,adjacent,"frame, inside, stroke, the",4,8,each stroke becomes the why inside the frame,True,7,arts & sciences,True,figurative
12,adjacent,,0,1,the,False,7,arts & sciences,True,figurative
13,first_last,"brush, invent, sweep, untame, world",5,8,the brush ’s sweep invents a world untamed,True,7,arts & sciences,True,figurative
0,adjacent,,0,1,the,False,8,arts & sciences,True,specific
1,adjacent,"cosmos, glass, truth, unseen, whisper",5,7,through glass the cosmos whispers unseen truths,True,8,arts & sciences,True,specific
2,adjacent,,0,0,,False,8,arts & sciences,True,specific
3,adjacent,"fade, hum, quiet, star, that",5,8,a quiet hum of stars that never fade,True,8,arts & sciences,True,specific
4,adjacent,,0,0,,False,8,arts & sciences,True,specific
5,adjacent,"hand, ink, like, linger, vow, write",6,8,lingers like ink on hands from written vows,True,8,arts & sciences,True,specific
6,adjacent,,0,0,,False,8,arts & sciences,True,specific
7,adjacent,"arc, design, lose, search, their, trace, we",7,9,we trace their arcs in search of lost design,True,8,arts & sciences,True,specific
8,adjacent,,0,1,in,False,8,arts & sciences,True,specific
9,adjacent,"air, orbit, question, sketch",4,8,each orbit sketched a question in the air,True,8,arts & sciences,True,specific
10,adjacent,,0,1,a,False,8,arts & sciences,True,specific
11,adjacent,"grant, light, voice, void",4,10,as if the void could grant a voice to light,True,8,arts & sciences,True,specific
12,adjacent,,0,1,the,False,8,arts & sciences,True,specific
13,first_last,"black, bright, heaven, lens, tone, turn",6,4,the lens turns heaven,True,8,arts & sciences,True,specific
0,adjacent,i,1,1,i,True,9,christianity,True,general
1,adjacent,"feel, fire, i, quiet, tongue, trust",6,10,the fire felt quiet a tongue i could not trust,True,9,christianity,True,general
2,adjacent,,0,0,,False,9,christianity,True,general
3,adjacent,"hope, its, past, silence, slip, whisper",6,7,its whispers slipped past hope into silence,True,9,christianity,True,general
4,adjacent,,0,0,,False,9,christianity,True,general
5,adjacent,"hand, kneel, pray, question, they, who",6,10,who kneels but still questions the hands they pray to,True,9,christianity,True,general
6,adjacent,,0,0,,False,9,christianity,True,general
7,adjacent,"finger, heaven, tremble, unsure, weight",5,7,fingers trembling unsure of heaven ’s weight,True,9,christianity,True,general
8,adjacent,,0,0,,False,9,christianity,True,general
9,adjacent,"save, wander, we",3,8,are we saved or are we only wandering,True,9,christianity,True,general
10,adjacent,,0,0,,False,9,christianity,True,general
11,adjacent,"answer, give, holy, sky, star",5,9,the stars in the sky gave no holy answer,True,9,christianity,True,general
12,adjacent,,0,1,in,False,9,christianity,True,general
13,first_last,"burn, cross, hand, hold, i, it, my",7,10,i held a cross though it burned in my hand,True,9,christianity,True,general
0,adjacent,,0,0,,False,10,christianity,True,figurative
1,adjacent,"burn, color, dare, i, its, like, wound",7,9,its colors burned like wounds i dared not name,True,10,christianity,True,figurative
2,adjacent,,0,0,,False,10,christianity,True,figurative
3,adjacent,"burden, call, grace, heavy, hue, we",6,8,each hue a heavy burden we called grace,True,10,christianity,True,figurative
4,adjacent,,0,1,a,False,10,christianity,True,figurative
5,adjacent,"chest, choir, doubt, echo, my, that",6,9,a choir of doubt that echoed in my chest,True,10,christianity,True,figurative
6,adjacent,,0,1,of,False,10,christianity,True,figurative
7,adjacent,"leave, praise, press, question, song, their",6,8,their songs of praise left every question pressed,True,10,christianity,True,figurative
8,adjacent,,0,1,of,False,10,christianity,True,figurative
9,adjacent,"altar, carve, heart, my, silence",5,8,yet silence carved the altar of my heart,True,10,christianity,True,figurative
10,adjacent,,0,1,of,False,10,christianity,True,figurative
11,adjacent,"art, i, speak, word, work",5,9,each word i spoke became a work of art,True,10,christianity,True,figurative
12,adjacent,,0,0,,False,10,christianity,True,figurative
13,first_last,"face, fall, glass, light, my, stain, tilt",7,10,the light through stained glass fell on my tilted face,True,10,christianity,True,figurative
0,adjacent,,0,0,,False,11,christianity,True,specific
1,adjacent,"bend, its, like, prayer, say, shadow, we",7,9,its shadow bends like prayers we ’ve never said,True,11,christianity,True,specific
2,adjacent,,0,0,,False,11,christianity,True,specific
3,adjacent,"doubt, mute, room, whisper",4,8,muted as whispers in a room of doubt,True,11,christianity,True,specific
4,adjacent,,0,0,,False,11,christianity,True,specific
5,adjacent,"faith, peel, tremble, wallpaper",4,7,faith trembles where the wallpaper peels back,True,11,christianity,True,specific
6,adjacent,,0,0,,False,11,christianity,True,specific
7,adjacent,"crack, fail, fill, reveal, time",5,8,revealing cracks that time has failed to fill,True,11,christianity,True,specific
8,adjacent,,0,0,,False,11,christianity,True,specific
9,adjacent,"bite, grain, i, my, palm, splinter, trace, wood",8,9,i trace the wood grain splinters bite my palm,True,11,christianity,True,specific
10,adjacent,,0,0,,False,11,christianity,True,specific
11,adjacent,"break, feel, his, like, open, scripture, stillness",7,7,his stillness feels like scripture breaking open,True,11,christianity,True,specific
12,adjacent,,0,0,,False,11,christianity,True,specific
13,first_last,"bed, cross, father, hang, low, my",6,9,the cross above my father ’s bed hangs low,True,11,christianity,True,specific
0,adjacent,,0,0,,False,12,chronic illness,True,general
1,adjacent,"betray, body, heart, know, well, what",6,8,the body betrays what the heart knows best,True,12,chronic illness,True,general
2,adjacent,,0,0,,False,12,chronic illness,True,general
3,adjacent,"beg, i, it, quiet, rest, war",6,9,a quiet war though i beg it to rest,True,12,chronic illness,True,general
4,adjacent,,0,1,a,False,12,chronic illness,True,general
5,adjacent,"ache, breath, each, step, test",5,8,each breath an ache each step a test,True,12,chronic illness,True,general
6,adjacent,,0,0,,False,12,chronic illness,True,general
7,adjacent,"day, heavy, i, obsess, stack",5,9,the days stack heavy yet i 'm still obsessed,True,12,chronic illness,True,general
8,adjacent,,0,0,,False,12,chronic illness,True,general
9,adjacent,"find, solace, what",3,8,to find some solace in what 's repressed,True,12,chronic illness,True,general
10,adjacent,,0,1,to,False,12,chronic illness,True,general
11,adjacent,"hold, hope, i, jest, like, tight, whisper",7,9,i hold tight to hope like a whispered jest,True,12,chronic illness,True,general
12,adjacent,like,1,1,like,True,12,chronic illness,True,general
13,first_last,"bloom, dawn, guest, like, pain, unwanted",6,8,pain blooms at dawn like an unwanted guest,True,12,chronic illness,True,general
0,adjacent,,0,1,a,False,13,chronic illness,True,figurative
1,adjacent,"body, house, its, resist, spine",5,8,this body a house resists its own spine,True,13,chronic illness,True,figurative
2,adjacent,,0,0,,False,13,chronic illness,True,figurative
3,adjacent,"bend, crack, floor, inward, time, wall",6,9,the walls bend inward the floors crack with time,True,13,chronic illness,True,figurative
4,adjacent,,0,1,the,False,13,chronic illness,True,figurative
5,adjacent,"air, breath, rust, taste, trespass",5,9,each breath a trespass the air tastes of rust,True,13,chronic illness,True,figurative
6,adjacent,,0,0,,False,13,chronic illness,True,figurative
7,adjacent,"betray, morning, trust, warn, you",5,8,no one warns you that mornings betray trust,True,13,chronic illness,True,figurative
8,adjacent,you,1,1,you,True,13,chronic illness,True,figurative
9,adjacent,"dark, light, seam, sew, split, you",6,11,that light splits the seams you ’ve sewn in the dark,True,13,chronic illness,True,figurative
10,adjacent,,0,0,,False,13,chronic illness,True,figurative
11,adjacent,"beneath, fight, mark, quiet, tender, war",6,7,a quiet war fought beneath tender marks,True,13,chronic illness,True,figurative
12,adjacent,,0,1,a,False,13,chronic illness,True,figurative
13,first_last,"i, stone, thousand, wake, weight",5,9,i wake to the weight of a thousand stones,True,13,chronic illness,True,figurative
0,adjacent,my,1,1,in,True,14,chronic illness,True,specific
1,adjacent,"breaking, hard, hymn, my, shard, sing, that",7,9,a hard hymn that sings my breaking in shards,True,14,chronic illness,True,specific
2,adjacent,,0,1,a,False,14,chronic illness,True,specific
3,adjacent,"capsule, guard, i, prayer, weight",5,9,each capsule a prayer a weight i must guard,True,14,chronic illness,True,specific
4,adjacent,,0,0,,False,14,chronic illness,True,specific
5,adjacent,"barred, feel, light, morning, my, pool",6,9,morning light pools where my will feels so barred,True,14,chronic illness,True,specific
6,adjacent,,0,0,,False,14,chronic illness,True,specific
7,adjacent,"backward, bed, i, ocean, pull",5,7,the bed an ocean pulling me backward,True,14,chronic illness,True,specific
8,adjacent,i,1,0,,True,14,chronic illness,True,specific
9,adjacent,"drift, i, long, surface",4,10,i drift toward a surface i ’ve long since marred,True,14,chronic illness,True,specific
10,adjacent,i,1,1,i,True,14,chronic illness,True,specific
11,adjacent,"discard, dose, each, i, map, wound",6,10,each dose a map of wounds i ca n’t discard,True,14,chronic illness,True,specific
12,adjacent,,0,0,,False,14,chronic illness,True,specific
13,first_last,"hand, my, pillbox, rattle, softly",5,7,the pillbox rattles softly in my hands,True,14,chronic illness,True,specific
0,adjacent,,0,1,a,False,15,crime & punishment,True,general
1,adjacent,"press, silence, sin, stand, weight",5,9,a weight of silence presses where sins once stood,True,15,crime & punishment,True,general
2,adjacent,,0,1,of,False,15,crime & punishment,True,general
3,adjacent,"corridor, ghost, haunt, like, soul, that",6,9,like ghosts that haunt the corridors of the soul,True,15,crime & punishment,True,general
4,adjacent,,0,0,,False,15,crime & punishment,True,general
5,adjacent,"carve, chisel, guilt, its, line, shape, stone",7,8,guilt carves its lines a chisel shaping stone,True,15,crime & punishment,True,general
6,adjacent,,0,0,,False,15,crime & punishment,True,general
7,adjacent,"crack, heal, reveal, slow, wound",5,8,each crack revealing wounds too slow to heal,True,15,crime & punishment,True,general
8,adjacent,,0,0,,False,15,crime & punishment,True,general
9,adjacent,"crime, linger, long, sentence",4,7,the sentence lingers longer than the crime,True,15,crime & punishment,True,general
10,adjacent,,0,1,the,False,15,crime & punishment,True,general
11,adjacent,"edge, its, loss, nail, scrap, time",6,9,time scrapes its nails against the edges of loss,True,15,crime & punishment,True,general
12,adjacent,,0,1,the,False,15,crime & punishment,True,general
13,adjacent,,0,1,a,False,15,crime & punishment,True,general
14,first_last,"fall, flee, gavel, thunder",4,9,the gavel falls a thunder no one can flee,True,15,crime & punishment,True,general
0,adjacent,,0,0,,False,16,crime & punishment,True,figurative
1,adjacent,"grasp, hand, it, tremble, what",5,8,a hand is trembling grasping what it can,True,16,crime & punishment,True,figurative
2,adjacent,what,1,1,is,True,16,crime & punishment,True,figurative
3,adjacent,"air, consume, owe, weight, what",5,9,the weight of what is owed consumes the air,True,16,crime & punishment,True,figurative
4,adjacent,,0,1,of,False,16,crime & punishment,True,figurative
5,adjacent,"borrow, justice, light, mask, wear",5,8,and justice wears a mask of borrowed light,True,16,crime & punishment,True,figurative
6,adjacent,,0,0,,False,16,crime & punishment,True,figurative
7,adjacent,"its, long, shadow, sin, stretch",5,7,its shadow stretches longer than the sin,True,16,crime & punishment,True,figurative
8,adjacent,,0,0,,False,16,crime & punishment,True,figurative
9,adjacent,"bear, break, chain, cold, sharp",5,10,a chain too cold to break too sharp to bear,True,16,crime & punishment,True,figurative
10,adjacent,,0,0,,False,16,crime & punishment,True,figurative
11,adjacent,"dark, echo, meet, plea",4,9,the plea is met with echoes in the dark,True,16,crime & punishment,True,figurative
12,adjacent,,0,1,the,False,16,crime & punishment,True,figurative
13,adjacent,,0,1,the,False,16,crime & punishment,True,figurative
14,first_last,"gavel, hold, room, silence, strike",5,8,the gavel strikes and silence holds the room,True,16,crime & punishment,True,figurative
0,adjacent,,0,1,a,False,17,crime & punishment,True,specific
1,adjacent,"bar, hymn, mournful, rust, steel",5,8,a hymn of rusted bars and mournful steel,True,17,crime & punishment,True,specific
2,adjacent,,0,1,of,False,17,crime & punishment,True,specific
3,adjacent,"breath, echo, guilt, like, linger",5,8,the echoes linger like the breath of guilt,True,17,crime & punishment,True,specific
4,adjacent,,0,0,,False,17,crime & punishment,True,specific
5,adjacent,"ahead, clock, move, that, tick",5,8,a clock that ticks but never moves ahead,True,17,crime & punishment,True,specific
6,adjacent,,0,0,,False,17,crime & punishment,True,specific
7,adjacent,"coffin, nail, regret, second",4,7,each second nails the coffin of regret,True,17,crime & punishment,True,specific
8,adjacent,,0,1,the,False,17,crime & punishment,True,specific
9,adjacent,"carve, crooked, moonlight, truth, wall",5,8,the moonlight carves the walls with crooked truth,True,17,crime & punishment,True,specific
10,adjacent,,0,0,,False,17,crime & punishment,True,specific
11,adjacent,"confess, crime, shadow, weigh",4,8,and shadows weigh as much as crimes confessed,True,17,crime & punishment,True,specific
12,adjacent,,0,0,,False,17,crime & punishment,True,specific
13,first_last,"broken, cell, dusk, hum, low, refrain",6,9,the cell at dusk hums low a broken refrain,True,17,crime & punishment,True,specific
0,adjacent,,0,1,to,False,18,cycles,True,general
1,adjacent,"light, shadow, soft, stay",4,9,a light too soft to stay where shadows cling,True,18,cycles,True,general
2,adjacent,,0,0,,False,18,cycles,True,general
3,adjacent,"lost, seek, something, tremble",4,7,still trembling lost yet seeking something whole,True,18,cycles,True,general
4,adjacent,,0,0,,False,18,cycles,True,general
5,adjacent,"hand, our, reach, remain, touch, what, will",7,10,our hands reach out to touch what wo n’t remain,True,18,cycles,True,general
6,adjacent,,0,0,,False,18,cycles,True,general
7,adjacent,"catch, echo, grasp, time, undo",5,7,grasping echoes caught by time then undone,True,18,cycles,True,general
8,adjacent,,0,0,,False,18,cycles,True,general
9,adjacent,"earth, footprint, return, stain, we",5,8,we stain the earth with footprints of return,True,18,cycles,True,general
10,adjacent,we,1,1,we,True,18,cycles,True,general
11,adjacent,"path, repeat, swear, trace, we",5,8,repeating paths we swore we ’d never trace,True,18,cycles,True,general
12,adjacent,,0,0,,False,18,cycles,True,general
13,first_last,"cast, her, moon, return, silver, song",6,8,the moon returns to cast her silver song,True,18,cycles,True,general
0,adjacent,,0,1,the,False,19,cycles,True,figurative
1,adjacent,"dream, finger, its, silence, stay, trace",6,9,its fingers trace the silence where dreams once stayed,True,19,cycles,True,figurative
2,adjacent,,0,0,,False,19,cycles,True,figurative
3,adjacent,"careless, darkness, dim, fold, light, robe",6,9,and darkness folds into dim light 's careless robe,True,19,cycles,True,figurative
4,adjacent,,0,0,,False,19,cycles,True,figurative
5,adjacent,"dusk, eternal, unravel, what",4,7,unraveling what seemed eternal in the dusk,True,19,cycles,True,figurative
6,adjacent,,0,0,,False,19,cycles,True,figurative
7,adjacent,"beneath, drain, flood, like, rise, sky, that, we",8,10,we rise again beneath a sky that drains like floods,True,19,cycles,True,figurative
8,adjacent,we,1,1,we,True,19,cycles,True,figurative
9,adjacent,"breath, carry, dawn, hurt, reshape, we",6,10,each breath reshaped by hurts we 've carried into dawn,True,19,cycles,True,figurative
10,adjacent,,0,0,,False,19,cycles,True,figurative
11,adjacent,"bear, its, scar, song, stubborn, whisper",6,9,yet every scar bears whispers of its stubborn song,True,19,cycles,True,figurative
12,adjacent,,0,0,,False,19,cycles,True,figurative
13,first_last,"night, return, sun, undo, wake, what",6,9,the sun returns to wake what the night undid,True,19,cycles,True,figurative
0,adjacent,,0,0,,False,20,cycles,True,specific
1,adjacent,"circle, like, spinning, sway, time, undo",6,7,a spinning circle sways like time undone,True,20,cycles,True,specific
2,adjacent,,0,1,a,False,20,cycles,True,specific
3,adjacent,"ache, body, creak, groan, its, recall",6,9,its creak and groan recall a body ’s ache,True,20,cycles,True,specific
4,adjacent,,0,0,,False,20,cycles,True,specific
5,adjacent,"fall, it, rise, start",4,8,rising falling then back to where it starts,True,20,cycles,True,specific
6,adjacent,,0,1,then,False,20,cycles,True,specific
7,adjacent,"expand, fold, itself, view",4,7,the view expands then folds into itself,True,20,cycles,True,specific
8,adjacent,,0,1,the,False,20,cycles,True,specific
9,adjacent,"edge, fleeting, joy, light, trace",5,8,lights trace the edges of a fleeting joy,True,20,cycles,True,specific
10,adjacent,,0,1,the,False,20,cycles,True,specific
11,adjacent,"ground, hold, moment, we",4,8,for moments we are held above the ground,True,20,cycles,True,specific
12,adjacent,,0,1,the,False,20,cycles,True,specific
13,adjacent,,0,1,the,False,20,cycles,True,specific
14,first_last,"dusk, ferris, slow, turn, wheel",5,8,the ferris wheel turns slow against the dusk,True,20,cycles,True,specific
0,adjacent,,0,1,a,False,21,desire & passion,True,general
1,adjacent,"ache, devouring, its, tender, whisper",5,7,its ache a whisper tender yet devouring,True,21,desire & passion,True,general
2,adjacent,,0,0,,False,21,desire & passion,True,general
3,adjacent,"cruel, fire, need, sweet, twist",5,9,how need twists sweet and cruel the same fire,True,21,desire & passion,True,general
4,adjacent,,0,1,the,False,21,desire & passion,True,general
5,adjacent,"chest, hand, spread, that, warm",5,9,that warms the hand but spreads through the chest,True,21,desire & passion,True,general
6,adjacent,,0,0,,False,21,desire & passion,True,general
7,adjacent,"body, breath, ember, smoke, turn",5,7,turning breath into smoke body to ember,True,21,desire & passion,True,general
8,adjacent,,0,0,,False,21,desire & passion,True,general
9,adjacent,"chase, gleam, leave, scorch, we, what",6,8,we chase what leaves us scorched but gleaming,True,21,desire & passion,True,general
10,adjacent,,0,1,but,False,21,desire & passion,True,general
11,adjacent,"brief, bright, cradle, refuse, spark",5,11,a spark too brief to cradle but too bright to refuse,True,21,desire & passion,True,general
12,adjacent,,0,1,a,False,21,desire & passion,True,general
13,first_last,"alive, curl, hunger, inside, sharp",5,7,a hunger curls inside sharp and alive,True,21,desire & passion,True,general
0,adjacent,,0,1,the,False,22,desire & passion,True,figurative
1,adjacent,"beneath, fire, hum, quiet, thing, way",6,8,the way fire hums beneath a quiet thing,True,22,desire & passion,True,figurative
2,adjacent,,0,1,the,False,22,desire & passion,True,figurative
3,adjacent,"flame, hold, i, it, pray, singe",6,10,i held the flame and prayed it would n’t singe,True,22,desire & passion,True,figurative
4,adjacent,it,1,1,it,True,22,desire & passion,True,figurative
5,adjacent,"hand, hinge, it, lick, my, plead",6,8,still it licked my hand a pleading hinge,True,22,desire & passion,True,figurative
6,adjacent,my,1,1,my,True,22,desire & passion,True,figurative
7,adjacent,"breath, curl, its, my, sting, whisper",6,8,its whisper curled my breath into a sting,True,22,desire & passion,True,figurative
8,adjacent,,0,0,,False,22,desire & passion,True,figurative
9,adjacent,"blind, i, leave, mute, undo, wing",6,7,left me mute undone by blinding wings,True,22,desire & passion,True,figurative
10,adjacent,,0,0,,False,22,desire & passion,True,figurative
11,adjacent,"fade, glow, haunt, ring, stay",5,9,the glow now fades yet stays a haunting ring,True,22,desire & passion,True,figurative
12,adjacent,,0,1,the,False,22,desire & passion,True,figurative
13,first_last,"cling, dare, heat, i, seek, shadow",6,9,i sought the heat where shadows dared to cling,True,22,desire & passion,True,figurative
0,adjacent,,0,0,,False,23,desire & passion,True,specific
1,adjacent,"cold, i, it, its, touch, warmth, whisper",7,10,it whispered warmth though i was cold to its touch,True,23,desire & passion,True,specific
2,adjacent,,0,1,to,False,23,desire & passion,True,specific
